词项,比重
党中央,0.060897631082150905
战略决策,0.060897631082150905
批示,0.060897631082150905
庄,0.060897631082150905
国泰,0.060897631082150905
出席,0.060897631082150905
座谈,0.060897631082150905
主持,0.060897631082150905
宇如聪及,0.060897631082150905
直属,0.060897631082150905
事业单位,0.060897631082150905
活动,0.060897631082150905
旨在,0.060897631082150905
顺畅,0.060897631082150905
预报,0.060897631082150905
精准,0.060897631082150905
面向,0.060897631082150905
科普,0.060897631082150905
作出,0.060897631082150905
成功经验,0.060897631082150905
征集,0.060897631082150905
详见,0.060897631082150905
现予,0.060897631082150905
周期,0.060897631082150905
填写,0.060897631082150905
一并,0.060897631082150905
并报,0.060897631082150905
责令,0.060897631082150905
改正,0.060897631082150905
情节严重,0.060897631082150905
所称,0.060897631082150905
受阻,0.060897631082150905
站外,0.060897631082150905
推荐,0.060897631082150905
相互,0.060897631082150905
类型,0.060897631082150905
本站,0.060897631082150905
总数,0.060897631082150905
多于,0.060897631082150905
组串式,0.060897631082150905
子阵,0.060897631082150905
以子阵,0.060897631082150905
或子阵,0.060897631082150905
上网,0.060897631082150905
报备,0.060897631082150905
法时,0.060897631082150905
位置,0.060897631082150905
模型,0.060897631082150905
气象站,0.060897631082150905
斜面,0.060897631082150905
面板,0.060897631082150905
有效温度,0.060897631082150905
直,0.060897631082150905
采光,0.060897631082150905
气象条件,0.060897631082150905
输出,0.060897631082150905
直流,0.060897631082150905
老化,0.060897631082150905
失配,0.060897631082150905
表面,0.060897631082150905
尘埃,0.060897631082150905
遮挡,0.060897631082150905
电池板,0.060897631082150905
值不应,0.060897631082150905
界定,0.060897631082150905
不可抗力,0.060897631082150905
期,0.060897631082150905
排序,0.060897631082150905
较前,0.060897631082150905
单一,0.060897631082150905
上次,0.060897631082150905
与会,0.060897631082150905
林,0.060897631082150905
草地,0.060897631082150905
整合,0.060897631082150905
风光,0.060897631082150905
高水平,0.060897631082150905
紧盯,0.060897631082150905
落地,0.060897631082150905
见效,0.060897631082150905
电力企业,0.060897631082150905
复函,0.060897631082150905
函新能,0.060897631082150905
报来,0.060897631082150905
请示,0.060897631082150905
规字,0.060897631082150905
139,0.060897631082150905
157,0.060897631082150905
函复,0.060897631082150905
盂县,0.060897631082150905
社,0.060897631082150905
沁源县,0.060897631082150905
李家庄,0.060897631082150905
90,0.060897631082150905
沁水,0.060897631082150905
代县,0.060897631082150905
黄草院,0.060897631082150905
长子,0.060897631082150905
60,0.060897631082150905
垣曲,0.060897631082150905
100,0.060897631082150905
西,0.060897631082150905
龙池,0.060897631082150905
五寨,0.060897631082150905
严守,0.060897631082150905
耕地,0.060897631082150905
永久,0.060897631082150905
基本农田,0.060897631082150905
控制线,0.060897631082150905
节约,0.060897631082150905
集约,0.060897631082150905
一张,0.060897631082150905
图,0.060897631082150905
野生动物,0.060897631082150905
保护法,0.060897631082150905
野生植物,0.060897631082150905
野生,0.060897631082150905
动植物,0.060897631082150905
法定程序,0.060897631082150905
核定,0.060897631082150905
行政区,0.060897631082150905
批准,0.060897631082150905
发新,0.060897631082150905
能规,0.060897631082150905
华能,0.060897631082150905
大唐,0.060897631082150905
华电,0.060897631082150905
三峡,0.060897631082150905
中核,0.060897631082150905
中广核,0.060897631082150905
专委会,0.060897631082150905
现印,0.060897631082150905
遵照执行,0.060897631082150905
场站,0.060897631082150905
载明,0.060897631082150905
社会活动,0.060897631082150905
保电,0.060897631082150905
一类,0.060897631082150905
差异,0.060897631082150905
基于,0.060897631082150905
计算所,0.060897631082150905
提供数据,0.060897631082150905
区分,0.060897631082150905
两种,0.060897631082150905
暂定为,0.060897631082150905
47,0.060897631082150905
经商,0.060897631082150905
情况通报,0.060897631082150905
10.6,0.060897631082150905
44.8%,0.060897631082150905
3.91,0.060897631082150905
3.28,0.060897631082150905
3.06,0.060897631082150905
3798,0.060897631082150905
2349,0.060897631082150905
4757,0.060897631082150905
5488,0.060897631082150905
808,0.060897631082150905
24853,0.060897631082150905
13401,0.060897631082150905
6556,0.060897631082150905
3259,0.060897631082150905
1637,0.060897631082150905
持平,0.060897631082150905
西藏自治区,0.060897631082150905
免,0.060897631082150905
12.9%,0.060897631082150905
13.7%,0.060897631082150905
2.3,0.060897631082150905
0.8,0.060897631082150905
里程碑式,0.060897631082150905
成绩,0.060897631082150905
压实,0.060897631082150905
新台阶,0.060897631082150905
甘肃省,0.060897631082150905
新疆维吾尔自治区,0.060897631082150905
委和,0.060897631082150905
正式,0.060897631082150905
最新,0.060897631082150905
15.1%,0.060897631082150905
3.6,0.060897631082150905
0.4,0.060897631082150905
4349,0.060897631082150905
82.1%,0.060897631082150905
16.8%,0.060897631082150905
31.5%,0.060897631082150905
所提,0.060897631082150905
102,0.060897631082150905
项,0.060897631082150905
邀请,0.060897631082150905
广西壮族自治区,0.060897631082150905
四年,0.060897631082150905
风,0.060897631082150905
光,0.060897631082150905
面对,0.060897631082150905
供应链,0.060897631082150905
扰动,0.060897631082150905
不利因素,0.060897631082150905
挑战,0.060897631082150905
共同努力,0.060897631082150905
快速增长,0.060897631082150905
4281,0.060897631082150905
81%,0.060897631082150905
充足,0.060897631082150905
流域,0.060897631082150905
水能,0.060897631082150905
99.4%,0.060897631082150905
95.6%,0.060897631082150905
97.4%,0.060897631082150905
第一批,0.060897631082150905
顺利,0.060897631082150905
九成,0.060897631082150905
第二批,0.060897631082150905
源网,0.060897631082150905
前期工作,0.060897631082150905
尽快,0.060897631082150905
大幅,0.060897631082150905
三北,0.060897631082150905
迎峰,0.060897631082150905
度夏,0.060897631082150905
把握,0.060897631082150905
主,0.060897631082150905
央企要,0.060897631082150905
供给,0.060897631082150905
两侧,0.060897631082150905
下发,0.060897631082150905
逐项,0.060897631082150905
各项任务,0.060897631082150905
31,0.060897631082150905
家电网,0.060897631082150905
较优,0.060897631082150905
资源配置,0.060897631082150905
勘测,0.060897631082150905
谋划,0.060897631082150905
电力设备,0.060897631082150905
产能,0.060897631082150905
修订,0.060897631082150905
严格执行,0.060897631082150905
基本建设,0.060897631082150905
技术规程,0.060897631082150905
防控,0.060897631082150905
生命周期,0.060897631082150905
顶层,0.060897631082150905
工作进度,0.060897631082150905
会上,0.060897631082150905
发言,0.060897631082150905
央企,0.060897631082150905
