当地时间,平均气温,降水量,相对湿度,天气情况,平均风速
21.05.2021 11:00,19.7,0,70,云量发展情况没有进行观测或无法观测。 ,3
21.05.2021 08:00,17.1,0,78,云量发展情况没有进行观测或无法观测。 ,2
21.05.2021 05:00,13.9,0,88,云量发展情况没有进行观测或无法观测。 ,4
21.05.2021 02:00,14,0,78,云量发展情况没有进行观测或无法观测。 ,3
20.05.2021 23:00,14.2,0,81,云量发展情况没有进行观测或无法观测。 ,2
20.05.2021 20:00,15,0.3,77,云量发展情况没有进行观测或无法观测。 ,2
20.05.2021 17:00,18.4,5,54,云量发展情况没有进行观测或无法观测。 ,2
20.05.2021 14:00,20.9,10,54,云量发展情况没有进行观测或无法观测。 ,3
20.05.2021 11:00,18.1,10,58,小雨（不冻） ,3
20.05.2021 08:00,14.6,10,84,连续性雨，不冻，在观测时较弱 ,3
20.05.2021 05:00,13.5,5,86,间歇性雨，不冻，在观测时中度 ,4
20.05.2021 02:00,16,0,69,间歇性雨，不冻，在观测时较弱 ,2
19.05.2021 23:00,17.3,0,49,云量发展情况没有进行观测或无法观测。 ,1
19.05.2021 20:00,16.8,0,69,云量发展情况没有进行观测或无法观测。 ,1
19.05.2021 17:00,17.6,0,74,云量发展情况没有进行观测或无法观测。 ,2
19.05.2021 14:00,19.7,0,60,云量发展情况没有进行观测或无法观测。 ,2
19.05.2021 11:00,19.9,0,66,云量发展情况没有进行观测或无法观测。 ,3
19.05.2021 08:00,19.7,0,68,云量发展情况没有进行观测或无法观测。 ,2
19.05.2021 05:00,15.7,0,82,云量发展情况没有进行观测或无法观测。 ,3
19.05.2021 02:00,16.1,0,77,云量发展情况没有进行观测或无法观测。 ,3
18.05.2021 23:00,17.2,0,64,云量发展情况没有进行观测或无法观测。 ,2
18.05.2021 20:00,18.3,0,58,云量发展情况没有进行观测或无法观测。 ,3
18.05.2021 17:00,20.2,0,55,云量发展情况没有进行观测或无法观测。 ,3
18.05.2021 14:00,24.8,0,35,云量发展情况没有进行观测或无法观测。 ,3
18.05.2021 11:00,23.7,0,41,云量发展情况没有进行观测或无法观测。 ,2
18.05.2021 08:00,21.4,0,48,云量发展情况没有进行观测或无法观测。 ,1
18.05.2021 05:00,17.8,0,55,云量发展情况没有进行观测或无法观测。 ,1
18.05.2021 02:00,18.8,0,48,云量发展情况没有进行观测或无法观测。 ,2
17.05.2021 23:00,19.7,0,48,云量发展情况没有进行观测或无法观测。 ,1
17.05.2021 20:00,20.4,0,48,云量发展情况没有进行观测或无法观测。 ,3
17.05.2021 17:00,22.2,0,47,云量发展情况没有进行观测或无法观测。 ,2
17.05.2021 14:00,25.3,0.1,34,云量发展情况没有进行观测或无法观测。 ,4
17.05.2021 11:00,22.2,0.1,48,云量发展情况没有进行观测或无法观测。 ,4
17.05.2021 08:00,16.7,0.1,66,云量发展情况没有进行观测或无法观测。 ,4
17.05.2021 05:00,14.1,0.1,74,小雨（不冻） ,3
17.05.2021 02:00,14.5,0.1,71,云量发展情况没有进行观测或无法观测。 ,4
16.05.2021 23:00,15,0.2,66,云量发展情况没有进行观测或无法观测。 ,5
16.05.2021 20:00,16.5,3,51,云量发展情况没有进行观测或无法观测。 ,6
16.05.2021 17:00,16.3,3,57,云量发展情况没有进行观测或无法观测。 ,6
16.05.2021 14:00,14.3,5,70,间歇性雨，不冻，在观测时较弱 ,7
16.05.2021 11:00,11.8,6,93,间歇性雨，不冻，在观测时较弱 ,10
16.05.2021 08:00,12.8,3,98,间歇性雨，不冻，在观测时较弱 ,7
16.05.2021 05:00,14.3,3,97,薄雾 ,7
16.05.2021 02:00,16,1,97,间歇性雨，不冻，在观测时较弱 ,4
15.05.2021 23:00,16.4,0.2,95,间歇性雨，不冻，在观测时较弱 ,4
15.05.2021 20:00,16.1,0.1,96,间歇性雨，不冻，在观测时较弱 ,1
15.05.2021 17:00,17.6,0,86,云量发展情况没有进行观测或无法观测。 ,1
15.05.2021 14:00,17.7,0,89,薄雾 ,3
15.05.2021 11:00,18.7,0.2,89,薄雾 ,5
15.05.2021 08:00,16.4,6,97,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,3
15.05.2021 05:00,16.1,27,97,薄雾 ,2
15.05.2021 02:00,16.1,28,97,毛毛雨（不冻）或者小雪粒 ,2
14.05.2021 23:00,16.3,29,96,毛毛雨（不冻）或者小雪粒 ,4
14.05.2021 20:00,16.1,23,96,间歇性雨，不冻，在观测时较弱 ,4
14.05.2021 17:00,16.1,2,95,间歇性雨，不冻，在观测时较弱 ,4
14.05.2021 14:00,16.7,1,94,小雨（不冻） ,4
14.05.2021 11:00,16.1,0,88,毛毛雨（不冻）或者小雪粒 ,5
14.05.2021 08:00,17.6,0,68,云量发展情况没有进行观测或无法观测。 ,5
14.05.2021 05:00,16.4,0,75,云量发展情况没有进行观测或无法观测。 ,4
14.05.2021 02:00,16.2,0,75,云量发展情况没有进行观测或无法观测。 ,4
13.05.2021 23:00,15.4,0,76,云量发展情况没有进行观测或无法观测。 ,4
13.05.2021 20:00,16.1,0,87,云量发展情况没有进行观测或无法观测。 ,2
13.05.2021 17:00,17,0,78,云量发展情况没有进行观测或无法观测。 ,4
13.05.2021 14:00,18.9,0,67,云量发展情况没有进行观测或无法观测。 ,4
13.05.2021 11:00,19.2,0,60,云量发展情况没有进行观测或无法观测。 ,4
13.05.2021 08:00,17.5,0,67,云量发展情况没有进行观测或无法观测。 ,3
13.05.2021 05:00,14.1,0,83,云量发展情况没有进行观测或无法观测。 ,2
13.05.2021 02:00,14.5,0,79,云量发展情况没有进行观测或无法观测。 ,3
12.05.2021 23:00,14,0.4,83,云量发展情况没有进行观测或无法观测。 ,3
12.05.2021 20:00,15,0.8,83,云量发展情况没有进行观测或无法观测。 ,2
12.05.2021 17:00,16.2,1,90,云量发展情况没有进行观测或无法观测。 ,1
12.05.2021 14:00,15.4,1,97,间歇性毛毛雨，不冻，在观测时是微弱的 ,2
12.05.2021 11:00,15,0.6,97,间歇性毛毛雨，不冻，在观测时是微弱的 ,2
12.05.2021 08:00,14.6,0.5,97,薄雾 ,3
12.05.2021 05:00,14.5,0.3,96,间歇性毛毛雨，不冻，在观测时为强度 ,0
12.05.2021 02:00,14.4,0,96,薄雾 ,3
11.05.2021 23:00,13.9,0,95,薄雾 ,2
11.05.2021 20:00,14.6,0,87,云量发展情况没有进行观测或无法观测。 ,2
11.05.2021 17:00,15.2,0,83,云量发展情况没有进行观测或无法观测。 ,1
11.05.2021 14:00,16.8,0,74,云量发展情况没有进行观测或无法观测。 ,2
11.05.2021 11:00,15.8,0,76,云量发展情况没有进行观测或无法观测。 ,1
11.05.2021 08:00,15.1,0,74,云量发展情况没有进行观测或无法观测。 ,3
11.05.2021 05:00,13.9,0,77,云量发展情况没有进行观测或无法观测。 ,1
11.05.2021 02:00,14,0,79,云量发展情况没有进行观测或无法观测。 ,2
10.05.2021 23:00,13.7,0,76,云量发展情况没有进行观测或无法观测。 ,1
10.05.2021 20:00,13.7,0,78,云量发展情况没有进行观测或无法观测。 ,1
10.05.2021 17:00,14.6,0,74,云量发展情况没有进行观测或无法观测。 ,1
10.05.2021 14:00,14.2,0,69,云量发展情况没有进行观测或无法观测。 ,7
10.05.2021 11:00,14,0,66,云量发展情况没有进行观测或无法观测。 ,9
10.05.2021 08:00,14,0,70,云量发展情况没有进行观测或无法观测。 ,7
10.05.2021 05:00,13.9,0,86,云量发展情况没有进行观测或无法观测。 ,4
10.05.2021 02:00,15.5,0,69,云量发展情况没有进行观测或无法观测。 ,5
09.05.2021 23:00,15.7,0,53,云量发展情况没有进行观测或无法观测。 ,6
09.05.2021 20:00,15.1,0,54,云量发展情况没有进行观测或无法观测。 ,4
09.05.2021 17:00,16.3,0,47,云量发展情况没有进行观测或无法观测。 ,4
09.05.2021 14:00,17.7,0,39,云量发展情况没有进行观测或无法观测。 ,3
09.05.2021 11:00,18.7,0,32,云量发展情况没有进行观测或无法观测。 ,3
09.05.2021 08:00,14.9,0,53,云量发展情况没有进行观测或无法观测。 ,4
09.05.2021 05:00,13.2,0,63,云量发展情况没有进行观测或无法观测。 ,2
09.05.2021 02:00,13.5,0,55,云量发展情况没有进行观测或无法观测。 ,2
08.05.2021 23:00,13.8,0,66,云量发展情况没有进行观测或无法观测。 ,4
08.05.2021 20:00,19.4,0,15,云量发展情况没有进行观测或无法观测。 ,7
08.05.2021 17:00,22.9,0,16,云量发展情况没有进行观测或无法观测。 ,7
08.05.2021 14:00,23.8,0,38,云量发展情况没有进行观测或无法观测。 ,6
08.05.2021 11:00,20.5,0,58,霾 ,2
08.05.2021 08:00,16.9,0,62,霾 ,3
08.05.2021 05:00,14.6,0,72,薄雾 ,4
08.05.2021 02:00,13.9,0,81,薄雾 ,4
07.05.2021 23:00,14.5,0,74,薄雾 ,5
07.05.2021 20:00,15.9,0,58,云量发展情况没有进行观测或无法观测。 ,3
07.05.2021 17:00,23.3,0,26,云量发展情况没有进行观测或无法观测。 ,3
07.05.2021 14:00,22.4,0,30,云量发展情况没有进行观测或无法观测。 ,5
07.05.2021 11:00,19.8,0,33,云量发展情况没有进行观测或无法观测。 ,8
07.05.2021 08:00,16.8,0,39,霾 ,7
07.05.2021 05:00,15.6,0,40,霾 ,7
07.05.2021 02:00,19.1,0,74,云量发展情况没有进行观测或无法观测。 ,5
06.05.2021 23:00,18.4,0,74,云量发展情况没有进行观测或无法观测。 ,4
06.05.2021 20:00,17.7,0,72,云量发展情况没有进行观测或无法观测。 ,4
06.05.2021 17:00,16.7,0,73,云量发展情况没有进行观测或无法观测。 ,7
06.05.2021 14:00,17.5,0,66,云量发展情况没有进行观测或无法观测。 ,6
06.05.2021 11:00,16.2,0,69,薄雾 ,5
06.05.2021 08:00,15.5,0,73,云量发展情况没有进行观测或无法观测。 ,4
06.05.2021 05:00,14.2,0,81,云量发展情况没有进行观测或无法观测。 ,3
06.05.2021 02:00,15.4,0,76,云量发展情况没有进行观测或无法观测。 ,3
05.05.2021 23:00,15.4,0,76,云量发展情况没有进行观测或无法观测。 ,4
05.05.2021 20:00,15.1,0,59,云量发展情况没有进行观测或无法观测。 ,4
05.05.2021 17:00,17.3,0,39,云量发展情况没有进行观测或无法观测。 ,5
05.05.2021 14:00,19.1,0,32,云量发展情况没有进行观测或无法观测。 ,4
05.05.2021 11:00,20.3,0,29,云量发展情况没有进行观测或无法观测。 ,2
05.05.2021 08:00,16.6,0,34,云量发展情况没有进行观测或无法观测。 ,3
05.05.2021 05:00,12.1,0,53,云量发展情况没有进行观测或无法观测。 ,2
05.05.2021 02:00,13.9,0,53,云量发展情况没有进行观测或无法观测。 ,3
04.05.2021 23:00,15.4,0,40,云量发展情况没有进行观测或无法观测。 ,3
04.05.2021 20:00,16.5,0.4,45,云量发展情况没有进行观测或无法观测。 ,2
04.05.2021 17:00,18.7,0.8,42,云量发展情况没有进行观测或无法观测。 ,7
04.05.2021 14:00,18.6,1,67,薄雾 ,6
04.05.2021 11:00,13.6,3,90,间歇性毛毛雨，不冻，在观测时是微弱的 ,5
04.05.2021 08:00,13.4,4,96,小雨（不冻） ,5
04.05.2021 05:00,13.5,4,97,薄雾 ,0
04.05.2021 02:00,12.8,3,97,间歇性雨，不冻，在观测时较弱 ,1
03.05.2021 23:00,12.6,2,95,间歇性雨，不冻，在观测时中度 ,4
03.05.2021 20:00,12.6,0,90,间歇性雨，不冻，在观测时较弱 ,4
03.05.2021 17:00,13.3,0,81,云量发展情况没有进行观测或无法观测。 ,3
03.05.2021 14:00,12.9,0,85,云量发展情况没有进行观测或无法观测。 ,5
03.05.2021 11:00,13.7,0,77,云量发展情况没有进行观测或无法观测。 ,5
03.05.2021 08:00,12.6,0,81,云量发展情况没有进行观测或无法观测。 ,4
03.05.2021 05:00,11.1,0,72,云量发展情况没有进行观测或无法观测。 ,3
03.05.2021 02:00,11.1,0,72,云量发展情况没有进行观测或无法观测。 ,2
02.05.2021 23:00,11.7,0,63,云量发展情况没有进行观测或无法观测。 ,3
02.05.2021 20:00,12.5,0,56,云量发展情况没有进行观测或无法观测。 ,2
02.05.2021 17:00,14.1,0,52,云量发展情况没有进行观测或无法观测。 ,3
02.05.2021 14:00,16.9,0,44,云量发展情况没有进行观测或无法观测。 ,3
02.05.2021 11:00,16.3,0,38,云量发展情况没有进行观测或无法观测。 ,3
02.05.2021 08:00,11.9,0,56,云量发展情况没有进行观测或无法观测。 ,5
02.05.2021 05:00,9.4,0,71,云量发展情况没有进行观测或无法观测。 ,4
02.05.2021 02:00,9.9,0,65,云量发展情况没有进行观测或无法观测。 ,3
01.05.2021 23:00,10.9,0,53,云量发展情况没有进行观测或无法观测。 ,5
01.05.2021 20:00,12.5,0,50,云量发展情况没有进行观测或无法观测。 ,5
01.05.2021 17:00,17.3,0,28,云量发展情况没有进行观测或无法观测。 ,8
01.05.2021 14:00,14.5,0,61,云量发展情况没有进行观测或无法观测。 ,4
01.05.2021 11:00,15.4,0,51,云量发展情况没有进行观测或无法观测。 ,4
01.05.2021 08:00,11.2,0,69,云量发展情况没有进行观测或无法观测。 ,3
01.05.2021 05:00,7.8,0.2,83,云量发展情况没有进行观测或无法观测。 ,2
01.05.2021 02:00,8.7,0.2,79,云量发展情况没有进行观测或无法观测。 ,2
30.04.2021 23:00,10,0.2,69,云量发展情况没有进行观测或无法观测。 ,2
30.04.2021 20:00,10.8,0,64,云量发展情况没有进行观测或无法观测。 ,3
30.04.2021 17:00,12.5,0,47,云量发展情况没有进行观测或无法观测。 ,5
30.04.2021 14:00,13.9,0,26,云量发展情况没有进行观测或无法观测。 ,4
30.04.2021 11:00,16,0,26,云量发展情况没有进行观测或无法观测。 ,2
30.04.2021 08:00,14,0,43,云量发展情况没有进行观测或无法观测。 ,2
30.04.2021 05:00,9.8,0.1,79,薄雾 ,2
30.04.2021 02:00,11.2,9,70,云量发展情况没有进行观测或无法观测。 ,2
29.04.2021 23:00,12.6,9,71,云量发展情况没有进行观测或无法观测。 ,3
29.04.2021 20:00,12.6,9,69,云量发展情况没有进行观测或无法观测。 ,3
29.04.2021 17:00,14.7,9,70,小雨（不冻） ,1
29.04.2021 14:00,17,0,64,云量发展情况没有进行观测或无法观测。 ,3
29.04.2021 11:00,13.9,0,74,薄雾 ,4
29.04.2021 08:00,11.3,0.2,94,薄雾 ,4
29.04.2021 05:00,10.1,0.2,95,薄雾 ,5
29.04.2021 02:00,11.1,0.2,88,薄雾 ,3
28.04.2021 23:00,12.6,0.2,70,云量发展情况没有进行观测或无法观测。 ,2
28.04.2021 20:00,13.8,0,75,薄雾 ,1
28.04.2021 17:00,18.5,0,35,云量发展情况没有进行观测或无法观测。 ,2
28.04.2021 14:00,18.7,0,45,云量发展情况没有进行观测或无法观测。 ,3
28.04.2021 11:00,18.1,0,36,霾 ,2
28.04.2021 08:00,15.9,0,58,霾 ,2
28.04.2021 05:00,12.9,0,90,薄雾 ,1
28.04.2021 02:00,14.8,0,62,霾 ,3
27.04.2021 23:00,14.8,0,62,霾 ,3
27.04.2021 20:00,17,0,51,霾 ,1
27.04.2021 17:00,19.5,0,42,云量发展情况没有进行观测或无法观测。 ,5
27.04.2021 14:00,17.5,0,74,薄雾 ,3
27.04.2021 11:00,17.2,0.5,80,薄雾 ,2
27.04.2021 08:00,12.6,2,98,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,3
27.04.2021 05:00,12.3,3,98,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,1
27.04.2021 02:00,12.6,5,98,薄雾 ,2
26.04.2021 23:00,12.2,5,98,间歇性雨，不冻，在观测时较弱 ,3
26.04.2021 20:00,11.7,4,97,间歇性雨，不冻，在观测时较弱 ,3
26.04.2021 17:00,11.8,2,94,间歇性雨，不冻，在观测时较弱 ,3
26.04.2021 14:00,13.2,0,70,云量发展情况没有进行观测或无法观测。 ,2
26.04.2021 11:00,15,0,62,云量发展情况没有进行观测或无法观测。 ,3
26.04.2021 08:00,13.7,0,64,云量发展情况没有进行观测或无法观测。 ,1
26.04.2021 05:00,10.1,0,83,薄雾 ,2
26.04.2021 02:00,10.8,0,77,云量发展情况没有进行观测或无法观测。 ,2
25.04.2021 23:00,11.7,0,65,云量发展情况没有进行观测或无法观测。 ,3
25.04.2021 20:00,14.6,0,67,云量发展情况没有进行观测或无法观测。 ,4
25.04.2021 17:00,17.5,0,61,云量发展情况没有进行观测或无法观测。 ,2
25.04.2021 14:00,19.8,0,57,霾 ,4
25.04.2021 11:00,16.9,0,67,霾 ,4
25.04.2021 08:00,14.4,0,74,薄雾 ,3
25.04.2021 05:00,12.8,0,78,云量发展情况没有进行观测或无法观测。 ,4
25.04.2021 02:00,13.3,0,77,云量发展情况没有进行观测或无法观测。 ,3
24.04.2021 23:00,13.6,0,72,云量发展情况没有进行观测或无法观测。 ,3
24.04.2021 20:00,13,0,75,云量发展情况没有进行观测或无法观测。 ,2
24.04.2021 17:00,13.6,0,73,云量发展情况没有进行观测或无法观测。 ,2
24.04.2021 14:00,14.1,0,73,间歇性雨，不冻，在观测时较弱 ,2
24.04.2021 11:00,13.8,0,79,云量发展情况没有进行观测或无法观测。 ,3
24.04.2021 08:00,13.1,0,85,云量发展情况没有进行观测或无法观测。 ,1
24.04.2021 05:00,12.4,0,89,小雨（不冻） ,3
24.04.2021 02:00,12.4,0,92, ,2
23.04.2021 23:00,12.3,0,91,云量发展情况没有进行观测或无法观测。 ,3
23.04.2021 20:00,12.8,0,96,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,4
23.04.2021 17:00,13.1,0,92,薄雾 ,4
23.04.2021 14:00,13.3,0.2,89,薄雾 ,4
23.04.2021 11:00,12.5,0.5,91,薄雾 ,5
23.04.2021 08:00,11.7,3,92,薄雾 ,7
23.04.2021 05:00,11.6,7,96,薄雾 ,6
23.04.2021 02:00,12.5,15,98,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,2
22.04.2021 23:00,12.2,23,97,间歇性雨，不冻，在观测时较弱 ,2
22.04.2021 20:00,13,23,97,间歇性雨，不冻，在观测时较弱 ,4
22.04.2021 17:00,13.2,20,97,间歇性雨，不冻，在观测时较弱 ,4
22.04.2021 14:00,13.3,13,97,间歇性雨，不冻，在观测时较弱 ,6
22.04.2021 11:00,13,4,94,间歇性雨，不冻，在观测时中度 ,4
22.04.2021 08:00,12.6,2,96,连续性雨，不冻，在观测时较弱 ,6
22.04.2021 05:00,13.2,0.7,94,间歇性雨，不冻，在观测时较弱 ,5
22.04.2021 02:00,14.1,0,74,小雨（不冻） ,5
21.04.2021 23:00,13.1,0.3,75,云量发展情况没有进行观测或无法观测。 ,4
21.04.2021 20:00,12.7,0.3,72,云量发展情况没有进行观测或无法观测。 ,4
21.04.2021 17:00,13,0.3,64,云量发展情况没有进行观测或无法观测。 ,3
21.04.2021 14:00,12.6,0.3,71,间歇性雨，不冻，在观测时较弱 ,3
21.04.2021 11:00,13.5,0,54,间歇性雨，不冻，在观测时较弱 ,5
21.04.2021 08:00,13.1,0,57,云量发展情况没有进行观测或无法观测。 ,5
21.04.2021 05:00,13.2,0,44,云量发展情况没有进行观测或无法观测。 ,3
21.04.2021 02:00,13.6,0,37,云量发展情况没有进行观测或无法观测。 ,2
20.04.2021 23:00,12.7,0,64,云量发展情况没有进行观测或无法观测。 ,3
20.04.2021 20:00,12.3,0,77,云量发展情况没有进行观测或无法观测。 ,3
20.04.2021 17:00,13.1,0,86,云量发展情况没有进行观测或无法观测。 ,2
20.04.2021 14:00,14,0,77,云量发展情况没有进行观测或无法观测。 ,4
20.04.2021 11:00,15.9,0,67,云量发展情况没有进行观测或无法观测。 ,3
20.04.2021 08:00,13.9,0,74,云量发展情况没有进行观测或无法观测。 ,4
20.04.2021 05:00,11.7,0,81,云量发展情况没有进行观测或无法观测。 ,3
20.04.2021 02:00,12.1,0,73,云量发展情况没有进行观测或无法观测。 ,3
19.04.2021 23:00,12.8,0,73,云量发展情况没有进行观测或无法观测。 ,3
19.04.2021 20:00,13.2,0,68,云量发展情况没有进行观测或无法观测。 ,4
19.04.2021 17:00,14.5,0,65,霾 ,5
19.04.2021 14:00,16,0,55,云量发展情况没有进行观测或无法观测。 ,4
19.04.2021 11:00,16.1,0,51,云量发展情况没有进行观测或无法观测。 ,4
19.04.2021 08:00,13.1,0,71,云量发展情况没有进行观测或无法观测。 ,3
19.04.2021 05:00,10.8,0,83,薄雾 ,4
19.04.2021 02:00,11.1,0,81,云量发展情况没有进行观测或无法观测。 ,3
18.04.2021 23:00,11.2,0,69,云量发展情况没有进行观测或无法观测。 ,3
18.04.2021 20:00,12,0,56,云量发展情况没有进行观测或无法观测。 ,4
18.04.2021 17:00,13.9,0,49,云量发展情况没有进行观测或无法观测。 ,4
18.04.2021 14:00,16,0,41,云量发展情况没有进行观测或无法观测。 ,4
18.04.2021 11:00,16.8,0,29,云量发展情况没有进行观测或无法观测。 ,3
18.04.2021 08:00,13.3,0,33,云量发展情况没有进行观测或无法观测。 ,2
18.04.2021 05:00,9.3,0,61,云量发展情况没有进行观测或无法观测。 ,1
18.04.2021 02:00,9.3,0,35,云量发展情况没有进行观测或无法观测。 ,2
17.04.2021 23:00,10,0,42,云量发展情况没有进行观测或无法观测。 ,2
17.04.2021 20:00,12.7,0,31,云量发展情况没有进行观测或无法观测。 ,4
17.04.2021 17:00,14.9,0,25,云量发展情况没有进行观测或无法观测。 ,9
17.04.2021 14:00,15.9,0.1,18,云量发展情况没有进行观测或无法观测。 ,7
17.04.2021 11:00,14,0.1,22,云量发展情况没有进行观测或无法观测。 ,8
17.04.2021 08:00,11.8,0.1,38,云量发展情况没有进行观测或无法观测。 ,6
17.04.2021 05:00,10.4,0.1,51,云量发展情况没有进行观测或无法观测。 ,4
17.04.2021 02:00,9.8,0,56,间歇性雨，不冻，在观测时较弱 ,1
16.04.2021 23:00,12.4,0,49,云量发展情况没有进行观测或无法观测。 ,5
16.04.2021 20:00,11.2,0,61,云量发展情况没有进行观测或无法观测。 ,4
16.04.2021 17:00,12.5,0,58,云量发展情况没有进行观测或无法观测。 ,4
16.04.2021 14:00,15.9,0,34,云量发展情况没有进行观测或无法观测。 ,4
16.04.2021 11:00,16.3,0.6,29,云量发展情况没有进行观测或无法观测。 ,2
16.04.2021 08:00,12.4,0.6,59,霾 ,3
16.04.2021 05:00,11.3,0.6,68,薄雾 ,5
16.04.2021 02:00,11.7,0.6,78,小雨（不冻） ,6
15.04.2021 23:00,10.9,0,90,云量发展情况没有进行观测或无法观测。 ,4
15.04.2021 20:00,10.3,0,85,云量发展情况没有进行观测或无法观测。 ,5
15.04.2021 17:00,11,0,74,云量发展情况没有进行观测或无法观测。 ,7
15.04.2021 14:00,12.2,0,74,云量发展情况没有进行观测或无法观测。 ,5
15.04.2021 11:00,11.8,0,63,云量发展情况没有进行观测或无法观测。 ,6
15.04.2021 08:00,11,0,69,云量发展情况没有进行观测或无法观测。 ,4
15.04.2021 05:00,9.3,0,71,云量发展情况没有进行观测或无法观测。 ,3
15.04.2021 02:00,10.1,0,63,云量发展情况没有进行观测或无法观测。 ,3
14.04.2021 23:00,9.7,0,75,云量发展情况没有进行观测或无法观测。 ,3
14.04.2021 20:00,9.8,0,81,云量发展情况没有进行观测或无法观测。 ,4
14.04.2021 17:00,12.2,0,66,云量发展情况没有进行观测或无法观测。 ,3
14.04.2021 14:00,14.6,0,44,云量发展情况没有进行观测或无法观测。 ,3
14.04.2021 11:00,13.5,0,55,云量发展情况没有进行观测或无法观测。 ,2
14.04.2021 08:00,11.8,0,46,云量发展情况没有进行观测或无法观测。 ,1
14.04.2021 05:00,7.6,0,69,云量发展情况没有进行观测或无法观测。 ,2
14.04.2021 02:00,7.7,0,76,云量发展情况没有进行观测或无法观测。 ,1
13.04.2021 23:00,8.4,0,72,云量发展情况没有进行观测或无法观测。 ,1
13.04.2021 20:00,8.9,0,61,云量发展情况没有进行观测或无法观测。 ,3
13.04.2021 17:00,12.2,0,32,云量发展情况没有进行观测或无法观测。 ,5
13.04.2021 14:00,13,0,31,云量发展情况没有进行观测或无法观测。 ,4
13.04.2021 11:00,10.7,0,33,云量发展情况没有进行观测或无法观测。 ,7
13.04.2021 08:00,8.5,0,46,云量发展情况没有进行观测或无法观测。 ,7
13.04.2021 05:00,8.5,0,61,云量发展情况没有进行观测或无法观测。 ,6
13.04.2021 02:00,9.8,0,90,薄雾 ,6
12.04.2021 23:00,10.4,0,91,薄雾 ,4
12.04.2021 20:00,12.3,0,85,云量发展情况没有进行观测或无法观测。 ,5
12.04.2021 17:00,14.9,0.2,74,云量发展情况没有进行观测或无法观测。 ,6
12.04.2021 14:00,14.3,2,81,云量发展情况没有进行观测或无法观测。 ,4
12.04.2021 11:00,12.9,3,88,云量发展情况没有进行观测或无法观测。 ,5
12.04.2021 08:00,12.1,3,95,云量发展情况没有进行观测或无法观测。 ,2
12.04.2021 05:00,11.5,3,95,间歇性雨，不冻，在观测时较弱 ,2
12.04.2021 02:00,11.1,2,96,间歇性雨，不冻，在观测时较弱 ,5
11.04.2021 23:00,11.2,0.4,95,间歇性雨，不冻，在观测时较弱 ,4
11.04.2021 20:00,11.3,0,90,间歇性雨，不冻，在观测时较弱 ,3
11.04.2021 17:00,12,0,82,云量发展情况没有进行观测或无法观测。 ,5
11.04.2021 14:00,13.1,0,73,云量发展情况没有进行观测或无法观测。 ,5
11.04.2021 11:00,14.2,0,71,云量发展情况没有进行观测或无法观测。 ,5
11.04.2021 08:00,12.2,0,84,云量发展情况没有进行观测或无法观测。 ,4
11.04.2021 05:00,10,0,95,薄雾 ,3
11.04.2021 02:00,10.4,0,95,薄雾 ,3
10.04.2021 23:00,10.7,0,94,薄雾 ,3
10.04.2021 20:00,10.9,0,94,薄雾 ,3
10.04.2021 17:00,12.2,0,83,云量发展情况没有进行观测或无法观测。 ,3
10.04.2021 14:00,13.5,0,61,云量发展情况没有进行观测或无法观测。 ,4
10.04.2021 11:00,12.8,0,67,云量发展情况没有进行观测或无法观测。 ,4
10.04.2021 08:00,11.2,0,70,云量发展情况没有进行观测或无法观测。 ,3
10.04.2021 05:00,10.7,0,48,云量发展情况没有进行观测或无法观测。 ,3
10.04.2021 02:00,10.1,0,64,云量发展情况没有进行观测或无法观测。 ,2
09.04.2021 23:00,9.9,0,82,薄雾 ,3
09.04.2021 20:00,10.7,0,64,云量发展情况没有进行观测或无法观测。 ,2
09.04.2021 17:00,12.1,0,42,云量发展情况没有进行观测或无法观测。 ,4
09.04.2021 14:00,14.5,0,31,云量发展情况没有进行观测或无法观测。 ,3
09.04.2021 11:00,14.5,0,39,云量发展情况没有进行观测或无法观测。 ,3
09.04.2021 08:00,13.5,0,31,云量发展情况没有进行观测或无法观测。 ,1
09.04.2021 05:00,10.1,0,48,云量发展情况没有进行观测或无法观测。 ,2
09.04.2021 02:00,10.9,0,34,云量发展情况没有进行观测或无法观测。 ,0
08.04.2021 23:00,11.4,0,36,云量发展情况没有进行观测或无法观测。 ,1
08.04.2021 20:00,10.5,0,64,云量发展情况没有进行观测或无法观测。 ,2
08.04.2021 17:00,12.1,0,68,云量发展情况没有进行观测或无法观测。 ,4
08.04.2021 14:00,14.3,0,36,云量发展情况没有进行观测或无法观测。 ,4
08.04.2021 08:00,10,0,54,云量发展情况没有进行观测或无法观测。 ,4
08.04.2021 05:00,9.6,0,48,云量发展情况没有进行观测或无法观测。 ,4
08.04.2021 02:00,10.3,0,67,霾 ,3
07.04.2021 23:00,13,0,40,云量发展情况没有进行观测或无法观测。 ,3
07.04.2021 20:00,12,0,49,云量发展情况没有进行观测或无法观测。 ,2
07.04.2021 17:00,13.7,0,34,云量发展情况没有进行观测或无法观测。 ,4
